Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Teach Bán Nua Artist Gallery,https://teachban-artgallery.com/,353894506085,-8.49480289999999,54.32611,Sligo,,Ireland,"Craft,Shopping,Art Gallery"
Cushendale Woollen Mills,https://cushendale.ie/,353599724118,-6.9574638,52.5410159,Kilkenny,Graiguenamanagh,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Activity Operator,Historic Houses and Castle,Food Shops"
Ballitore Library & Quaker Museum,http://www.kildare.ie/Library/Library/BallitoreLibrary,353598623344,-6.814924,53.009722,Kildare,Ballitore,Ireland,Museums and Attraction
Fintown Railway,https://www.facebook.com/fintownrailway,353749546280,-8.120414,54.8676191,Donegal,,Ireland,"Transport,Activity Operator,Museums and Attraction,Coach,Road"
Kerry Geopark,https://www.facebook.com/kerrygeopark,+353(0)877934663,-9.897747,51.837759,Kerry,Sneem,Republic of Ireland,"Walking,Natural Landscape,Activity Operator"
Dolly's Cottage,https://www.facebook.com/DollysCottage,353719168079,-8.5841759,54.270777,Sligo,Strandhill,Ireland,"Castle,Historic Houses and Castle"
Anne Osborne Watercolours,https://www.facebook.com/AnneOsborneWatercolours,353862436740,-8.5999892,54.2707875,Sligo,,Ireland,"Craft,Shopping,Art Gallery,Food Shops"
Gortavoher,https://www.coillte.ie/site/gortavoher/,+353(0)61337322,-8.1591147412626,52.4741884483681,Tipperary,,Republic of Ireland,"Bird Watching,Nature and Wildlife,Photography,Learning,Walking,Forest Park,Park and Forest Walk,Natural Landscape"
The Copper Coast UNESCO Global Geopark,http://www.coppercoastgeopark.com,35351292828,-7.36506669999999,52.1422822,Waterford,Knockmahon,Ireland,"Museums and Attraction,Natural Landscape,Tour"
Famine Warhouse 1848,http://heritageireland.ie/visit/places-to-visit/famine-warhouse-1848/,353879089972,-7.52220989999999,52.6193986,Tipperary,Ballingarry,Ireland,"Historic Houses and Castle,Museums and Attraction"
Lislaughtin Franciscan Friary,,353667121288,-9.47861,52.547334,Kerry,Ballylongford,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Kerry County Museum,http://www.kerrymuseum.ie,353667127777,-9.70615649999999,52.2667701999999,Kerry,Tralee,Ireland,"Learning,Museums and Attraction,Cafe,Food and Drink,Activity Operator,Food Shops,Shopping,Tour"
The Lartigue Monorailway,http://www.lartiguemonorail.com,3536824393,-9.490492,52.44965,Kerry,Listowel,Republic of Ireland,"Transport,Activity Operator,Museums and Attraction,Tour,Coach,Road"
Limerick City Gallery of Art,http://gallery.limerick.ie/,35361310633,-8.6284133,52.6589112,Limerick,,Ireland,"Craft,Shopping,Learning,Art Gallery,Cafe,Food and Drink"
Roscrea Castle and Damer House,https://heritageireland.ie/places-to-visit/roscrea-heritage-centre-roscrea-castle-and-damer-house/,35350521850,-7.79815239999999,52.9551159,Tipperary,Roscrea,Ireland,"Photography,Learning,Historic Houses and Castle,Castle,Gardens,Garden,Museums and Attraction,Tour"
Dunguaire Castle,https://www.dunguairecastle.com/,35361711222,-8.9261281,53.1422901,Galway,,Ireland,"Food and Drink,Restaurant,Historic Houses and Castle,Castle,Activity Operator,Food Shops,Shopping,Tour"
Clonfert Cathedral,http://www.megalithicireland.com/Clonfert%20Cathedral.html,,-8.05836789999999,53.2406886999999,Galway,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Na Seacht Teampaill,https://www.aranislands.ie/inis-mor-inishmore-island/inis-mor-island-churches-celtic-sites/na-seacht-dteampaill-the-seven-churches,3539961263,-9.7774213,53.1457446999999,Galway,Aran Islands,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Stephen Diggin's Studio Gallery,http://www.stephendigginart.com,353862144965,-7.419204,55.1287959999999,Donegal,Buncrana,Ireland,"Craft,Shopping,Art Gallery"
Glengarriff Woods Nature Reserve,https://www.glengarriffnaturereserve.ie/,3532763636,-9.5662178,51.7546958,Cork,Glengarriff,Ireland,"Bird Watching,Nature and Wildlife,Photography,Learning,Walking,Natural Landscape,Public Park"
The Trinity Tree Dingle,,,-10.271003,52.141565,Kerry,Dingle,Republic of Ireland,Public Sculpture
The Wexford Slobs and Wildfowl Reserve,https://www.wexfordwildfowlreserve.ie,353761002660,-6.4200302,52.3570279,Wexford,,Ireland,"Bird Watching,Nature and Wildlife,Learning,Photography,Forest Park,Park and Forest Walk,Walking,National Park,National and Forest Park,Natural Landscape"
Shelmalier Forth Mountain,,+353(0)539239400,-6.57304928597114,52.3166331143593,Wexford,Barntown,Republic of Ireland,"Forest Park,Park and Forest Walk,Walking,National Park,National and Forest Park,Public Park,Nature and Wildlife"
The Irish Pewtermill Centre,,+353(0)879090044,-6.80946763229371,52.9848887447945,Kildare,Moone,Republic of Ireland,Museums and Attraction
Angela Woulfe Gallery,http://www.angelawoulfegallery.com/,35361310164,-8.6288578,52.6591346,Limerick,,Ireland,"Craft,Shopping,Art Gallery"
Bridge Street Studios,https://www.bridgestreetstudios.com/,353429351712,-6.40287899999999,54.0094618,Louth,Dundalk,Ireland,"Craft,Shopping,Art Gallery"
Greenlane Gallery,https://www.greenlanegallery.com/,353868211225,-10.270908,52.139579,Kerry,Dingle,Ireland,"Craft,Shopping,Learning,Art Gallery,Food Shops"
Pebbles,https://www.lfs.net/pebbles/,3532828165,-9.545538,51.5267892,Cork,Schull,Ireland,"Craft,Shopping,Art Gallery"
Kilcock Art Gallery,https://kilcockartgallery.ie/,353862578283,-6.6682154,53.3998824,Kildare,Kilcock,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Activity Operator,Tour"
The Warren Gallery,http://www.warren-gallery.com,3532836146,-9.17489609999999,51.528295,Cork,,Ireland,"Craft,Shopping,Art Gallery"
Ballymore Historic Features,http://www.ballymorehistoricfeatures.com,353868246921,-6.374547,52.598346,Wexford,Ballymore,Republic of Ireland,"Museums and Attraction,Tour"
Father Murphy Centre,https://www.facebook.com/Fr-Murphy-Centre-Boolavogue-315611758499163,353539366898,-6.41078079999999,52.5485902,Wexford,Boolavogue,Ireland,Museums and Attraction
Fethard Folk Farm and Transport Museum,http://fethard.com/attra/Museum.html,353526131516,-7.70419179999999,52.4686618,Tipperary,Fethard,Ireland,"Agriculture,Nature and Wildlife,Cycling,Museums and Attraction,Tour"
Baltinglass Abbey,http://visitwicklow.ie/attractions/baltinglass-abbey,,-6.7102325,52.9439747,Wicklow,Baltinglass,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins"
Christ Church Castlebar,http://www.tuam.anglican.org/aughaval-westport/castlebar-christ-church,,-9.299977,53.854419,Mayo,Castlebar,Republic of Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Cape Clear Heritage Centre,http://www.capeclearisland.ie/heritageCentre,3532839119,-9.4951214903421,51.4330082748222,Cork,Cape Clear Island,Republic of Ireland,Museums and Attraction
Sligo County Library,https://sligolibrary.ie/,353719111850,-8.47265099999999,54.2727356,Sligo,,Ireland,"Learning,Tracing Your Ancestors,Literary Ireland,Activity Operator"
South Tipperary Genealogy Centre,https://www.bruboru.ie/about-us/genealogy/,3636261122,-7.8884088,52.5212005,Tipperary,Cashel,Ireland,"Tracing Your Ancestors,Museums and Attraction"
Díseart,http://www.diseart.ie,353669152476,-10.270519,52.1418478999999,Kerry,Dingle,Ireland,"Learning,Church Abbey,Monastery,Churches,Abbeys and Monastery,Gardens,Garden"
Ballyhugh Art and Culture Centre Painting,http://homepage.eircom.net/~ballyhugh/art.htm,353499526044,-7.5839647358398,54.1160737914336,Cavan,Ballyconnell,Republic of Ireland,"Craft,Shopping,Learning,Art Gallery,Activity Operator"
Kerry Library,https://www.kerrylibrary.ie/,353667121200,-9.6980208,52.2669381,Kerry,Tralee,Ireland,"Craft,Shopping,Learning,Tracing Your Ancestors,Literary Ireland"
Borris House,http://www.borrishouse.com,353599771884,-6.9289923,52.5988892,Carlow,Borris,Ireland,"Gardens,Garden,Historic Houses and Castle,Museums and Attraction,Food Shops,Shopping,Tour"
Clonmore Castle,"http://www.megalithicireland.com/Clonmore%20Castle,%20Carlow.html",,-6.5751246,52.8282855999999,Carlow,Hacketstown,Ireland,"Castle,Historic Houses and Castle,Ruins"
Killeshin Romanesque Doorway,,353599147838,-6.99780767060849,52.8479394850703,Carlow,Killeshin,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Ballynacarriga Castle,http://www.castles.ancientireland.org/ballinacarriga/index.htm,353238833226,-9.03164799999999,51.705571,Cork,Bandon,Ireland,"Castle,Historic Houses and Castle"
City Hall Cork,https://www.corkcity.ie/en/,353214966222,-8.464807,51.8965976,Cork,Cork City,Ireland,"Historic Houses and Castle,Venue,Comedy,Music"
Conna Castle,https://www.castles.nl/conna-castle,353862149601,-8.1016545,52.0945204999999,Cork,Conna,Ireland,"Castle,Historic Houses and Castle"
Dún Na Séad Castle,https://www.baltimorecastle.ie/,3532820735,-9.3731024,51.4835712999999,Cork,Baltimore,Ireland,"Historic Houses and Castle,Castle"
Kanturk Castle,https://www.castles.nl/kanturk-castle,353214255100,-8.90272989999999,52.164382,Cork,Banteer,Ireland,"Castle,Historic Houses and Castle"
Kilbolane Castle,https://visitballyhoura.com/explore/kilbolane-castle,3536391300,-8.84686679999999,52.3377251999999,Cork,,Ireland,"Historic Houses and Castle,Castle"
Carrickabraghey Castle,https://www.govisitinishowen.com/directory/carrickabraghy-castle-2,353749363451,-7.3727509,55.3163658,Donegal,,Ireland,"Historic Houses and Castle,Castle,Ruins"
Eighty Two Merrion Square,,+353(0)16761173,-6.251328,53.339313,Dublin,Dublin City Centre,Republic of Ireland,"Castle,Historic Houses and Castle"
Clifden Castle,,3539521163,-10.05673,53.49178,Galway,,Ireland,"Castle,Historic Houses and Castle"
Lynch's Castle,https://thisisgalway.ie/the-history-of-lynchs-castle/,,-9.0522862,53.2731658,Galway,,Ireland,"Castle,Historic Houses and Castle"
Teach Synge - John Millington Synge's Cottage &  Museum,,3539973036,-9.5923818,53.0844699,Galway,,Ireland,Museums and Attraction
Ballycarbery Castle,https://www.theringofkerry.com/ballycarbery-castle,353646631633,-10.2586267,51.9489036,Kerry,Cahersiveen,Ireland,"Castle,Historic Houses and Castle,Ruins"
Cablemaster's Residence,https://atlanticvilla.ie/cablemaster-house,353872225117,-10.289066,51.922393,Kerry,Knightstown,Republic of Ireland,"Castle,Historic Houses and Castle"
Fahan Beehive Huts,http://www.ancientireland.org/fahan,353879254086,-10.421536,52.1016785,Kerry,Fahan,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Parkavonear Castle,http://www.megalithicireland.com/Parkavonear%20Castle.html,353646631633,-9.5550062,52.0759354,Kerry,,Ireland,"Castle,Historic Houses and Castle"
Tarbert House,http://www.kerrytourism.tarbert.ie/things-to-do/visit-tarbert-house,3536836198,-9.3689933,52.5796639,Kerry,Tarbert,Ireland,Historic Houses and Castle
Harristown House,https://www.harristownhouse.ie,35345483614,-6.6914209,53.1317192,Kildare,,Ireland,"Historic Houses and Castle,Tour"
Kilteel Castle,http://www.megalithicireland.com/Kilteel%20Castle.html,35345521240,-6.5274876,53.2326787,Kildare,,Ireland,"Castle,Historic Houses and Castle,Ruins"
Maynooth Ecclesiastical Museum,http://museum.maynoothcollege.ie,353879152003,-6.5981017,53.3786105999999,Kildare,Maynooth,Ireland,Museums and Attraction
Granagh Castle,https://visionsofthepastblog.com/2017/08/09/granagh-castle-kilkenny-ireland,,-7.16274,52.2825099999999,Kilkenny,,Ireland,"Castle,Historic Houses and Castle"
Edmund Rice Heritage Centre,http://edmundrice.net/edmund-rice/heritage-centres#westcourt-callan,353567725993,-7.398617,52.5525655999999,Kilkenny,,Ireland,"Historic Houses and Castle,Museums and Attraction"
Stradbally Hall and Demesne,https://www.stradballyhall.ie/history,353868240238,-7.15554599999999,53.0106018,Laois,Stradbally,Ireland,"Fishing,Angling,Photography,Learning,Activity Operator,Historic Houses and Castle,Venue,Music,Tour"
Trinitarian Monastery,https://www.adareparish.ie/our-parish/virtual-tour-2/,35361396172,-8.7890832,52.564815,Limerick,Adare,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Magdalene Tower,http://www.drogheda.ie,+353(0)419837070,-6.351512,53.718285,Louth,Drogheda,Republic of Ireland,"Photography,Learning,Walking,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins"
Old Coastguard Station,http://www.jamescahill.com/coastguardstation.html,353949025500,-9.62084769999999,53.8213182999999,Mayo,,Ireland,Historic Houses and Castle
Partry House,http://www.museumsofmayo.com/partry.htm,353949543004,-9.2625359,53.6685245,Mayo,Partry,Ireland,"Historic Houses and Castle,Tour"
Rockfleet Castle,https://www.destinationwestport.com/directory/rockfleet-castle,3539825711,-9.6270894,53.8960284,Mayo,,Ireland,"Castle,Historic Houses and Castle"
Dardistown Castle,http://www.dardistowncastle.ie,353419829239,-6.3136965,53.6645112,Meath,Julianstown,Ireland,"Photography,Learning,Historic Houses and Castle,Castle,Tour"
Dunmoe Castle,http://www.navanhistory.ie/index.php?page=dunmoe-castle-2,353874555364,-6.6373308,53.6739901,Meath,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Moygara Castle,http://www.loughgaralakesandlegends.ie/lough-gara/moygara-castle,353719160201,-8.47519039999999,53.9718301,Sligo,,Ireland,"Castle,Historic Houses and Castle"
Ballynahow Castle,http://irishantiquities.bravehost.com/tipperary/ballynahow/ballynahow.html,,-7.8785802,52.6930716,Tipperary,,Ireland,"Castle,Historic Houses and Castle"
Killaghy Castle,http://www.castlesinireland.com/castle-in-tipperary-killaghy-castle-tipperary,,-7.51441629999999,52.5172294,Tipperary,Mullinahone,Ireland,"Castle,Historic Houses and Castle"
Redwood Castle,http://www.redwoodcastleireland.com,353949021375,-8.10585,53.138996,Tipperary,Lorrha,Ireland,"Photography,Learning,Historic Houses and Castle,Castle,Tour"
Ballysaggartmore Towers,https://www.theirishplace.com/heritage/history-ballysaggartmore-towers,,-7.9631741,52.1472156,Waterford,,Ireland,"Walking,Historic Houses and Castle,Castle,Ruins"
Ferns Cathedral,https://www.archaeology.ie/monument-of-the-month/archive/ferns-co-wexford,,-6.4926135,52.5899833,Wexford,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
The Browne Clayton Monument,https://www.igs.ie/conservation/project/browne-clayton-monument,353539196267,-6.8049493,52.3599232,Wexford,,Ireland,Public Sculpture
Altidore Castle,https://www.ihh.ie/index.cfm/houses/house/name/Altidore%20Castle,353877601369,-6.13811729999999,53.1106151,Wicklow,,Ireland,"Historic Houses and Castle,Castle,Museums and Attraction,Tour"
The Barony Of Erris Birdwatching,https://www.mayo-ireland.ie/en/towns-villages/bangor/bangor-activities-birdwatching.html,+353(0)9782292,-9.99073301891792,54.2237204010126,Mayo,,Republic of Ireland,"Bird Watching,Nature and Wildlife,Natural Landscape"
Millstreet Museum,http://www.millstreet.ie/blog/tag/millstreet-museum,3532970844,-9.067209,52.059733,Cork,Millstreet,Republic of Ireland,"Learning,Museums and Attraction"
Cobh Museum,http://www.cobhmuseum.com,353214814240,-8.29943589999999,51.8493205,Cork,Kilgarvan,Ireland,"Tracing Your Ancestors,Historic Houses and Castle,Museums and Attraction"
James Mitchell Museum,https://www.nuigalway.ie/visitorsgeologymuseum,35391492126,-9.060126,53.278255,Galway,Galway City,Republic of Ireland,Museums and Attraction
Músaem Chorca Dhuibhne - Corca Dhuibhne Regional Museum,http://www.westkerrymuseum.com,353669156333,-10.406184,52.166482,Kerry,Tralee,Republic of Ireland,"Museums and Attraction,Cafe,Food and Drink,Food Shops,Shopping,Tour"
Kerry Bog Village Museum,http://www.kerrybogvillage.ie,353669769184,-9.8819646,52.0739333,Kerry,,Ireland,"Restaurant,Museums and Attraction,Natural Landscape,Food and Drink,Pubs and Bar,Activity Operator,Food Shops,Shopping,Tour"
Tarbert Bridewell Courthouse & Jail Museum,http://www.tarbertbridewell.com,3536836500,-9.3764602,52.573661,Kerry,Tarbert,Ireland,"Photography,Learning,Historic Houses and Castle,Museums and Attraction,Cafe,Food and Drink,Food Shops,Shopping"
Irish Palatine Heritage Museum,http://www.irishpalatines.org,3536963511,-8.94427069999999,52.525501,Limerick,Rathkeale,Ireland,"Museums and Attraction,Cafe,Food and Drink,Food Shops,Shopping,Tour"
Limerick City Museum,https://www.limerick.ie/limerick-museum,35361557740,-8.6287673,52.6639172,Limerick,,Ireland,"Learning,Museums and Attraction,Tour"
Waterloo Round Tower,http://www.irishstones.org/place.aspx?p=1232,,-8.573712,51.954691,Cork,Blarney,Republic of Ireland,Historic Houses and Castle
The Water Wheels,https://www.govisitdonegal.com/things-to-do/activities/the-water-wheels,353719851580,-8.19993,54.508857,Donegal,Ballyshannon,Republic of Ireland,Museums and Attraction
Punchestown Standing Stone,http://www.kildare.ie/kildareheritage,35345521240,-6.6289596,53.1911515,Kildare,,Ireland,"Photography,Learning,Public Sculpture"
Leac an Scail  - Kilmogue dolmen - Harristown Dolmen,http://www.megalithicireland.com/Kilmogue%20Dolmen.htm,,-7.261723,52.402923,Kilkenny,Knocktopher,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
The Battle of Aughrim Visitor Centre,https://heritage.galwaycommunityheritage.org/content/category/places/battle-of-aughrim-visitor-centre,353909673939,-8.318517,53.302695,Galway,Aughrim,Republic of Ireland,"Museums and Attraction,Cafe,Food and Drink"
Carrowtemple,http://www.earlychristianireland.net/Counties/sligo/carrowtemple,353719161201,-8.51781723871875,53.9843310127798,Sligo,Gurteen,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Clogher Castle,https://www.cloghancastle.ie,353719161201,-8.51182,53.9373,Sligo,Monasteraden,Republic of Ireland,"Castle,Historic Houses and Castle"
Culleenamore Middens,http://www.carrowkeel.com/sites/coolrea/culleenamore.html,,-8.6092376,54.260578,Sligo,Strandhill,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Cashel Heritage Centre,https://www.cashel.ie/cashel-heritage-centre/,3536261333,-7.8876149,52.5169758,Tipperary,Cashel,Ireland,Museums and Attraction
Saint Marys Church Of Ireland,https://www.ireland.anglican.org/find-a-church/parish/15860/carlow-st-mary-carlow,353599132565,-6.9331429,52.8369396999999,Carlow,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Church of the Resurrection Blarney,https://cupcork.ie/,353214877260,-8.56858759999999,51.9336175,Cork,Blarney,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Saint Colman's Cathedral,https://cobhcathedralparish.ie,353214813222,-8.2936865,51.8514618,Cork,Kilgarvan,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
St. Luke's Church,http://www.liveatstlukes.com/,,-8.457078,51.904255,Cork,Cork City,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Venue,Music"
Tullylease Church And Cross Slabs,http://www.irishstones.org/place.aspx?p=861&i=12,,-8.9402469,52.316655,Cork,Tullylease,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Dún An Óir,"http://www.megalithicireland.com/Dun%20an%20Oir,%20Smerwick.html",,-10.4149455,52.1901965,Kerry,Smerwick,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Kilmalkedar Church,https://dingle-peninsula.ie/component/zoo/item/kilmalkedar-church.html,,-10.338878,52.185292,Kerry,Ballydavid,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Augustinian Abbey Adare,http://www.ireland.anglican.org,35361396227,-8.784585,52.567928,Limerick,Adare,Republic of Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Killary Monastic Site,,,-6.546373,53.707926,Meath,Slane,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
West Gate Heritage Tower,http://wexfordhub.com/history/westgate-tower,353539146506,-6.466286,52.341426,Wexford,,Republic of Ireland,Museums and Attraction
Holy Trinity Church,https://www.buildingsofireland.ie/buildings-search/building/22110009/holy-trinity-church-catholic-main-street-fethard-fethard-tipperary-south,353862750735,-7.6949615,52.4656284,Tipperary,Fethard,Ireland,"Photography,Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Kilcooley Abbey,"http://www.megalithicireland.com/Kilcooley%20Abbey,%20Tipperary.html",,-7.5713094,52.6707686,Tipperary,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Slieveardagh Heritage Centre,http://www.slieveardagh.com/business/slieveardagh-enterprise-centre,353529156165,-7.6701522,52.5685577,Tipperary,Killenaule,Ireland,"Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Museums and Attraction"
Rattoo Round Tower,https://www.gokerry.ie/rattoo-round-tower/,,-9.65019399999999,52.4426651,Kerry,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
The Russell Gallery,http://www.russellgallery.net,353657078185,-9.08283,53.15452,Clare,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Cafe,Food and Drink,Food Shops"
Vincent Hyland Art Gallery,https://www.vincenthylandartist.com/,353831992560,-10.106873,51.754406,Kerry,Caherdaniel,Ireland,"Craft,Shopping,Photography,Learning,Art Gallery"
Ballynahinch Castle Hotel and Gardens,https://www.ballynahinch-castle.com/,3539531006,-9.86296099999999,53.460188,Galway,Recess,Ireland,"Restaurant,Walking,Castle,Historic Houses and Castle,Gardens,Garden,Food and Drink,Tour"
Cashel House Hotel Gardens,https://cashelhouse.ie/cms/gardens/,3539531001,-9.8079229,53.4196460999999,Galway,Cashel,Ireland,"Gardening,Nature and Wildlife,Photography,Learning,Walking,Gardens,Garden,Food and Drink,Restaurant"
Scattery Island,http://www.heritageireland.ie/en/shannon-region/scatteryislandcentre/,+353(0)656828366,-9.5194555,52.6121983,Clare,Scattery Island,Ireland,"Walking,Church Abbey,Monastery,Churches,Abbeys and Monastery,Island,Offshore Island,Museums and Attraction,Ruins,Historic Houses and Castle"
Bere Island,http://www.bereisland.net,+353(0)2775099,-9.86344539008676,51.6304715371706,Cork,,Republic of Ireland,"Bird Watching,Nature and Wildlife,Cycling,Fishing,Angling,Sailing,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Walking,Island,Offshore Island,Natural Landscape"
Sherkin Island,http://www.sherkinisland.ie,,-9.41653465109219,51.469523356434,Cork,Sherkin Island,Republic of Ireland,"Craft,Shopping,Bird Watching,Nature and Wildlife,Cycling,Fishing,Angling,Sailing,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Walking,Island,Offshore Island,Natural Landscape,Food and Drink,Pubs and Bar"
Stronach Gallery,http://www.stronachgallery.com/,353876666633,-9.823556,54.024536,Mayo,Ballycroy,Ireland,"Craft,Shopping,Art Gallery"
O'Driscoll Garden Centre,https://www.facebook.com/ODriscoll-Garden-Centre-449803402105043/,35350421636,-7.7973804,52.6702947,Tipperary,,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Lahinch Art Gallery,http://www.lahinchartgallery.com,353657081400,-9.3457486,52.9317892,Clare,Lahinch,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops"
"Cathedral of the Most Holy Trinity, Waterford",http://www.waterford-cathedral.com/,35351875166,-7.11117209999999,52.2615066,Waterford,,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Venue,Music"
Pebble Stone Studio,https://rosemarielangtry.com/,353863934603,-7.84840409999999,53.3496391,Westmeath,,Ireland,"Craft,Shopping,Learning,Art Gallery,Activity Operator"
Michael Cusack Centre,http://michaelcusack.ie/,353657089944,-9.0857179,53.0190537,Clare,,Ireland,"Gaa,Learning,Museums and Attraction,Cafe,Food and Drink,Tour"
Youghal Heritage Centre,https://youghal.ie/organisation/youghal-heritage-centre/,3532420170,-7.845717,51.953087,Cork,Youghal,Republic of Ireland,"Museums and Attraction,Food Shops,Shopping"
Tech Amergin,http://www.techamergin.com,353669478956,-10.172331,51.8295849999999,Kerry,Waterville,Ireland,"Craft,Shopping,Learning,Movies,Cinema,Venue,Art Gallery"
St. Crónáns High Cross at Black Mills,https://tipperary.com/listings/st-cronans-high-cross-at-black-mills/,35350521850,-7.79571939999999,52.9554436,Tipperary,,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Public Sculpture,Ruins"
Valentia Island Heritage Centre,http://www.vhc.cablehistory.org,353669476411,-10.294597,51.925531,Kerry,,Ireland,"Tracing Your Ancestors,Museums and Attraction,Food Shops,Shopping"
Killoughternane,,,-6.82471115309872,52.6628559636995,Carlow,Bagenalstown,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle"
St Johns Priory,,353567751500,-7.24848918846896,52.6536826430907,Kilkenny,Kilkenny City,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Saint Marys Cathedral,https://www.stmaryscathedral.ie/,353567771253,-7.2570566,52.6523483,Kilkenny,,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Food Shops,Shopping"
"Old St Mary's Church, Clonmel",https://www.stmarysparishclonmel.ie/,3530526122773,-7.7053964,52.3543347,Tipperary,Oldbridge,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Stradbally Medieval Church,,3535841741,-7.46079348745372,52.130433870236,Waterford,Stradbally,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Kilree High Cross,http://www.megalithicireland.com/High%20Cross%20Kilree.htm,,-7.26955399999999,52.5181956,Kilkenny,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Kilkieran High Cross,http://www.megalithicireland.com/High%20Cross%20Kilkieran.htm,353567751500,-7.3808278,52.39794,Kilkenny,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
St. Patrick's Well Cross,,,-7.39327656445311,52.4160710356843,Tipperary,Ahenny,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Dunloe Castle,https://killarney.ie/listing/dunloe-castle,353646631633,-9.627419,52.059671,Kerry,Beaufort,Republic of Ireland,"Castle,Historic Houses and Castle"
Firkin Crane Dance Centre,https://www.firkincrane.ie/ ,353214507487,-8.4763208,51.9026986999999,Cork,,Ireland,"Learning,Historic Houses and Castle"
County Carlow Military Museum,https://www.facebook.com/carlowmilitarymuseum,353876904242,-6.928629,52.8433935,Carlow,,Ireland,"Learning,Museums and Attraction"
Cork City Library,http://www.corkcitylibraries.ie,353214924900,-8.475332,51.896731,Cork,Cork City,Republic of Ireland,"Learning,Literary Ireland"
Killarney Art Gallery,http://www.killarneyartgallery.com/,353872767999,-9.5091062,52.0588637,Kerry,Killarney,Ireland,"Craft,Shopping,Art Gallery"
St. Finbarr's South Church,https://www.facebook.com/pages/category/Catholic-Church/St-Finbarrs-South-Church-577874335698942/,353851471147,-8.4714612,51.8942511,Cork,Cork City,Ireland,"Tracing Your Ancestors,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
St Joseph's Redemptorist Church,https://www.redemptoristsdundalk.ie,353429334042,-6.3895579,54.0042289,Louth,Dundalk,Ireland,"Photography,Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Regional Cultural Centre,https://regionalculturalcentre.com/,353749129186,-7.7320196,54.9538874,Donegal,Letterkenny,Ireland,"Craft,Shopping,Movies,Cinema,Venue,Art Gallery,Music"
